user_id,avg_rating,avg_noised_rating,rating_count,rating_variance,noised_count,noised_variance
93355,3.2,3.2,[2 1 6 5 2],1.31,[1 5 1 7 2],1.44
93356,4.2,4.0,[0 0 2 2 4],0.69,[0 2 0 2 4],1.5
93377,2.7,3.3,[2 3 0 4 0],1.56,[0 3 1 4 1],1.11
93391,4.5,4.0,[0 0 0 2 2],0.25,[1 0 0 0 3],3.0
93410,4.1,3.8,[0 0 3 2 4],0.77,[0 0 3 5 1],0.4
93419,3.2,3.6,[0 1 9 3 0],0.28,[0 1 4 7 1],0.54
93489,4.0,3.8,[0 0 0 4 0],0.0,[0 0 2 1 1],0.69
93502,3.3,3.7,[0 1 0 2 0],0.89,[0 0 1 2 0],0.22
93524,3.3,3.5,[0 0 4 2 0],0.22,[1 0 1 3 1],1.58
93695,3.1,3.3,[0 5 5 4 1],0.86,[1 3 4 4 3],1.42
93704,3.5,3.3,[0 0 4 1 1],0.58,[0 1 2 3 0],0.56
93732,4.0,4.0,[0 0 1 3 1],0.4,[0 0 1 3 1],0.4
93738,2.8,3.0,[0 2 1 1 0],0.69,[1 0 2 0 1],2.0
93739,4.5,4.5,[0 0 1 1 4],0.58,[0 0 0 3 3],0.25
93751,3.2,3.2,[1 1 0 2 1],2.16,[0 1 2 2 0],0.56
93753,3.5,3.4,[0 2 5 4 2],0.86,[1 3 1 6 2],1.47
93769,2.9,3.2,[0 6 8 4 0],0.54,[1 3 5 9 0],0.84
93782,4.2,3.5,[0 0 1 1 2],0.69,[0 1 1 1 1],1.25
93798,3.8,3.4,[0 1 3 4 3],0.88,[2 0 2 6 1],1.5
93803,3.5,3.2,[0 1 0 3 0],0.75,[1 0 1 1 1],2.19
93804,3.0,3.2,[0 0 4 0 0],0.0,[0 1 2 0 1],1.19
93829,3.2,3.4,[0 1 2 2 0],0.56,[0 0 3 2 0],0.24
93830,2.6,3.2,[3 4 5 2 1],1.31,[1 4 3 5 2],1.36
93834,3.6,3.4,[0 0 3 1 1],0.64,[1 0 1 2 1],1.84
93850,5.0,3.0,[0 0 0 0 2],0.0,[0 1 0 1 0],1.0
93889,4.0,3.4,[0 0 1 3 1],0.4,[1 0 1 2 1],1.84
93903,3.5,3.3,[0 2 1 1 2],1.58,[0 0 5 0 1],0.56
93908,4.3,3.7,[0 0 0 4 2],0.22,[0 0 3 2 1],0.56
93911,3.7,4.0,[0 0 3 3 1],0.49,[0 0 1 5 1],0.29
93917,3.8,3.8,[0 2 4 3 5],1.17,[0 1 4 6 3],0.74
93986,3.2,3.3,[1 1 4 3 1],1.16,[1 2 2 3 2],1.61
94008,3.1,2.6,[1 0 4 1 1],1.27,[0 5 1 0 1],1.1
94039,2.9,3.5,[0 3 6 2 0],0.45,[2 0 4 1 4],2.07
94041,4.1,3.6,[ 2  1  1  2 11],1.99,[3 0 2 7 5],1.88
94101,3.5,3.7,[0 1 5 4 1],0.61,[1 0 1 8 1],0.93
94112,3.4,3.6,[0 1 3 2 1],0.82,[1 0 2 2 2],1.67
94123,3.7,3.3,[1 0 0 0 2],3.56,[1 0 0 1 1],2.89
94170,3.5,3.5,[0 0 2 2 0],0.25,[1 0 0 2 1],2.25
94173,4.0,3.6,[0 0 1 3 1],0.4,[0 1 1 2 1],1.04
94175,2.7,3.3,[0 2 5 0 0],0.2,[1 0 3 2 1],1.35
94189,3.7,3.4,[0 0 8 7 3],0.53,[2 2 3 8 3],1.47
94191,3.9,3.1,[0 2 1 4 4],1.17,[1 3 1 6 0],1.17
94223,4.8,3.5,[0 0 0 1 3],0.19,[0 1 1 1 1],1.25
94246,3.7,3.3,[1 1 1 3 3],1.78,[1 2 1 3 2],1.78
94258,4.0,4.0,[0 1 0 0 2],2.0,[0 0 1 1 1],0.67
94263,4.0,4.0,[0 1 0 2 2],1.2,[0 0 2 1 2],0.8
94321,4.2,3.8,[0 1 1 6 5],0.75,[1 1 2 5 4],1.41
94326,4.0,3.8,[0 0 1 2 1],0.5,[0 0 2 1 1],0.69
94330,3.7,3.6,[0 1 2 2 2],1.06,[0 1 3 1 2],1.1
94338,4.3,2.7,[0 0 0 2 1],0.22,[1 0 1 1 0],1.56
94396,3.0,3.0,[2 0 5 2 1],1.4,[0 3 4 3 0],0.6
94397,3.4,3.6,[0 1 5 6 0],0.41,[1 1 4 2 4],1.58
94430,4.2,3.9,[0 0 2 2 4],0.69,[1 0 2 1 4],1.86
94441,3.5,3.7,[0 2 1 1 2],1.58,[0 1 1 3 1],0.89
94453,3.2,3.2,[0 0 3 1 0],0.19,[0 1 1 2 0],0.69
94462,3.8,3.6,[0 2 1 3 3],1.28,[1 1 3 0 4],2.02
94474,2.5,3.5,[1 1 1 1 0],1.25,[0 2 0 0 2],2.25
94487,3.4,3.8,[0 1 9 4 2],0.62,[0 3 2 6 5],1.15
94491,3.7,3.4,[0 0 4 1 2],0.78,[1 0 2 3 1],1.39
94503,3.9,3.5,[0 1 1 4 2],0.86,[1 0 3 2 2],1.5
94565,3.1,3.2,[ 0  1 10  2  0],0.22,[0 4 4 4 1],0.9
94621,3.8,4.8,[0 1 1 0 2],1.69,[0 0 0 1 3],0.19
94657,3.8,3.0,[0 0 2 1 1],0.69,[1 1 0 1 1],2.5
94668,3.2,3.5,[ 0  2 12  5  0],0.34,[0 4 5 7 3],0.99
94677,3.2,2.8,[0 1 3 0 1],0.96,[0 3 0 2 0],0.96
94686,3.4,3.4,[0 1 7 2 2],0.74,[1 1 5 2 3],1.41
94719,4.0,4.0,[0 0 1 1 1],0.67,[0 0 1 1 1],0.67
94726,3.2,3.6,[0 1 6 1 1],0.62,[0 2 1 5 1],0.91
94746,3.8,3.2,[0 0 3 0 2],0.96,[1 0 2 1 1],1.76
94751,3.5,4.0,[0 1 0 3 0],0.75,[0 0 1 2 1],0.5
94787,4.3,4.3,[0 0 0 2 1],0.22,[0 0 0 2 1],0.22
94807,4.0,3.5,[1 0 0 4 3],1.5,[0 1 2 5 0],0.5
94810,3.9,3.7,[1 0 2 8 3],0.98,[1 0 3 8 2],0.92
94821,3.3,3.4,[2 2 7 7 3],1.27,[2 2 6 8 3],1.28
94829,3.9,3.6,[0 0 3 3 2],0.61,[1 0 2 3 2],1.48
94837,4.0,4.0,[0 0 0 1 0],0.0,[0 0 0 1 0],0.0
94851,3.1,3.5,[0 2 3 3 0],0.61,[0 2 2 2 2],1.25
94869,3.1,3.3,[0 2 7 1 1],0.63,[1 2 3 3 2],1.47
94874,3.3,3.4,[1 7 1 4 5],1.87,[1 3 6 4 4],1.35
94879,4.5,4.0,[0 0 0 2 2],0.25,[0 0 2 0 2],1.0
94912,3.8,3.4,[0 0 8 1 5],0.88,[0 3 5 4 2],0.94
94915,3.2,3.4,[0 3 3 6 0],0.69,[0 3 2 6 1],0.91
94954,3.2,2.8,[1 0 2 1 1],1.76,[0 2 2 1 0],0.56
94981,3.5,3.1,[0 1 4 4 1],0.65,[1 2 4 1 2],1.49
94987,3.8,3.6,[0 0 1 4 0],0.16,[0 1 1 2 1],1.04
95006,3.0,3.3,[0 1 4 1 0],0.33,[1 0 2 2 1],1.56
95007,3.7,3.8,[0 0 3 2 1],0.56,[0 0 3 1 2],0.81
95038,3.2,3.2,[0 0 5 1 0],0.14,[1 0 2 3 0],1.14
95052,3.6,3.2,[0 0 2 3 0],0.24,[1 0 2 1 1],1.76
95062,4.3,3.3,[0 0 3 2 6],0.74,[1 3 2 2 3],1.83
95084,3.4,3.5,[1 2 5 4 3],1.31,[1 1 5 6 2],1.05
95100,3.0,3.2,[ 2  6 13  4  3],1.07,[ 2  4 11  8  3],1.1
95126,4.2,4.0,[0 0 1 1 2],0.69,[0 0 1 2 1],0.5
95133,2.9,3.0,[0 4 5 3 0],0.58,[2 2 3 4 1],1.5
95146,2.8,2.9,[ 1  7 10  4  0],0.63,[4 4 5 8 1],1.45
95154,4.0,3.4,[0 0 2 1 2],0.8,[1 1 0 1 2],2.64
95186,3.8,3.5,[0 0 4 7 1],0.35,[1 1 3 5 2],1.25
95194,3.7,3.7,[ 0  1 11 10  5],0.65,[3 1 6 8 9],1.62
95261,3.0,3.2,[0 1 2 1 0],0.5,[0 0 3 1 0],0.19
95262,4.2,3.3,[0 0 1 3 2],0.47,[0 0 4 2 0],0.22
95300,3.0,3.0,[2 3 2 5 1],1.54,[1 3 4 5 0],0.92
95336,5.0,3.3,[0 0 0 0 3],0.0,[0 1 0 2 0],0.89
95344,3.3,4.0,[0 1 0 2 0],0.89,[0 0 1 1 1],0.67
95353,4.0,3.0,[0 0 0 1 0],0.0,[0 0 1 0 0],0.0
95358,4.0,3.8,[0 0 3 4 3],0.6,[0 1 3 3 3],0.96
95369,4.0,3.2,[0 0 2 0 2],1.0,[0 2 0 1 1],1.69
95372,3.4,3.3,[0 1 3 2 1],0.82,[0 1 3 3 0],0.49
95388,2.8,3.0,[1 2 8 2 0],0.59,[2 2 5 2 2],1.54
95393,3.5,3.5,[0 2 0 3 1],1.25,[0 0 3 3 0],0.25
95433,3.8,3.4,[0 1 1 8 1],0.51,[1 1 4 3 2],1.32
95512,3.6,3.2,[0 1 0 4 0],0.64,[0 1 3 0 1],0.96
95563,4.0,3.5,[0 0 1 0 1],1.0,[0 0 1 1 0],0.25
95577,3.8,3.4,[0 1 1 1 2],1.36,[0 0 3 2 0],0.24
95596,3.8,3.9,[0 0 3 9 1],0.28,[1 1 1 5 5],1.46
95661,3.7,3.5,[0 1 1 3 1],0.89,[0 2 0 3 1],1.25
95673,3.4,3.6,[0 2 3 4 1],0.84,[0 1 3 5 1],0.64
95685,4.2,3.2,[0 0 0 3 1],0.19,[1 0 1 1 1],2.19
95714,3.9,2.9,[0 0 3 4 2],0.54,[1 4 1 1 2],1.88
95727,3.1,3.2,[0 1 9 2 0],0.24,[3 1 3 0 5],2.69
95744,3.8,3.8,[0 0 7 1 4],0.85,[1 0 3 4 4],1.31
95762,4.2,4.2,[0 0 0 5 1],0.14,[0 0 2 1 3],0.81
95802,3.6,3.0,[1 0 0 3 1],1.84,[0 2 2 0 1],1.2
95803,3.5,2.8,[0 1 0 3 0],0.75,[1 0 2 1 0],1.19
95805,3.2,3.7,[0 0 5 1 0],0.14,[0 1 1 3 1],0.89
95851,4.5,4.0,[0 0 1 4 6],0.43,[0 0 3 5 3],0.55
95862,4.8,4.8,[0 0 0 1 3],0.19,[0 0 0 1 3],0.19
95905,3.4,3.6,[1 0 6 2 2],1.14,[0 1 3 6 1],0.6
95921,4.3,4.0,[0 1 0 3 5],0.89,[0 0 2 5 2],0.44
95942,4.0,3.5,[0 0 0 2 0],0.0,[0 0 1 1 0],0.25
95943,3.2,3.6,[1 2 5 5 1],1.03,[2 1 2 5 4],1.82
95961,3.4,3.3,[0 2 3 7 0],0.58,[3 1 1 3 4],2.56
95997,3.5,3.9,[0 0 4 4 0],0.25,[0 0 2 5 1],0.36
96013,3.1,3.1,[1 3 5 6 0],0.86,[2 2 6 2 3],1.58
96072,3.3,3.0,[0 1 1 0 1],1.56,[1 0 1 0 1],2.67
96081,3.8,4.1,[0 0 4 5 2],0.51,[0 0 3 4 4],0.63
96089,2.7,3.3,[0 1 2 0 0],0.22,[0 1 0 2 0],0.89
96096,3.3,3.6,[0 1 8 3 1],0.52,[1 1 3 5 3],1.31
96109,3.8,4.0,[0 0 1 5 0],0.14,[1 0 0 2 3],2.0
96111,3.8,4.0,[0 0 4 3 2],0.62,[0 1 2 2 4],1.11
96124,3.3,3.4,[0 3 8 4 2],0.8,[0 3 7 4 3],0.95
96131,4.2,4.8,[0 0 0 3 1],0.19,[0 0 0 1 3],0.19
96133,3.2,3.1,[ 0  2 13  3  2],0.59,[0 8 4 5 3],1.23
96139,3.6,3.4,[0 0 4 2 1],0.53,[1 1 1 2 2],1.96
96145,3.7,3.0,[0 1 3 9 1],0.49,[3 1 5 3 2],1.71
96151,3.2,3.2,[1 0 2 1 1],1.76,[1 0 2 1 1],1.76
96162,3.6,3.2,[2 0 3 4 4],1.78,[3 1 1 6 2],2.02
96230,3.5,3.2,[0 1 1 1 1],1.25,[1 0 1 1 1],2.19
96240,4.0,3.9,[0 0 2 4 2],0.5,[0 2 1 1 4],1.61
96256,3.0,3.5,[0 0 4 0 0],0.0,[1 0 0 2 1],2.25
96262,2.4,3.1,[3 4 4 2 0],1.01,[1 2 7 1 2],1.15
96367,3.8,3.9,[0 1 3 1 3],1.19,[1 0 1 3 3],1.61
96388,3.8,3.9,[0 1 3 1 3],1.19,[0 0 3 3 2],0.61
96397,4.3,3.7,[0 0 0 5 2],0.2,[0 2 1 1 3],1.63
96402,3.0,2.5,[0 0 2 0 0],0.0,[0 1 1 0 0],0.25
96409,3.0,3.0,[0 1 1 1 0],0.67,[0 1 1 1 0],0.67
96414,3.0,3.0,[0 0 4 0 0],0.0,[1 0 2 0 1],2.0
96421,3.5,3.2,[0 0 2 2 0],0.25,[0 0 3 1 0],0.19
96441,3.6,3.6,[0 1 2 0 2],1.44,[0 0 3 1 1],0.64
96515,4.0,3.5,[0 0 1 0 1],1.0,[0 0 1 1 0],0.25
96519,3.5,3.5,[0 4 4 4 4],1.25,[0 3 6 3 4],1.12
96539,3.2,3.5,[1 3 6 5 2],1.12,[0 1 9 4 3],0.72
96572,3.9,3.5,[0 1 2 4 3],0.89,[1 1 2 4 2],1.45
96581,4.3,3.0,[0 0 2 4 5],0.56,[3 1 2 3 2],2.18
96605,4.0,3.5,[0 0 1 0 1],1.0,[0 0 1 1 0],0.25
96620,2.8,3.3,[0 1 5 0 0],0.14,[0 1 3 1 1],0.89
96725,3.6,3.3,[2 0 4 1 5],2.08,[0 2 5 4 1],0.72
96743,4.2,4.0,[0 0 1 3 2],0.47,[0 0 2 2 2],0.67
96746,4.4,4.0,[0 0 0 3 2],0.24,[0 0 1 3 1],0.4
96757,4.5,3.9,[0 0 1 6 8],0.38,[0 0 5 7 3],0.52
96794,4.5,4.0,[0 0 0 1 1],0.25,[0 0 1 0 1],1.0
96802,3.0,3.0,[0 0 6 0 0],0.0,[1 2 0 2 1],2.0
96815,4.0,4.0,[0 0 0 2 0],0.0,[0 0 0 2 0],0.0
96823,3.8,3.6,[0 0 1 4 0],0.16,[1 0 0 3 1],1.84
96831,3.4,3.6,[ 0  0 10  5  1],0.37,[2 1 4 4 5],1.75
96836,3.1,3.1,[0 1 5 2 0],0.36,[0 1 5 2 0],0.36
96837,3.6,3.8,[ 0  0  6 10  0],0.23,[0 2 5 3 6],1.15
96846,4.5,3.5,[0 0 0 1 1],0.25,[0 1 0 0 1],2.25
96847,3.9,3.1,[0 0 4 1 3],0.86,[0 3 2 2 1],1.11
96867,3.4,3.2,[0 0 3 2 0],0.24,[0 1 2 2 0],0.56
96882,4.5,3.5,[0 0 1 1 4],0.58,[0 0 3 3 0],0.25
96885,4.5,3.7,[0 0 1 1 4],0.58,[1 0 1 2 2],1.89
96901,3.4,2.9,[0 0 4 3 0],0.24,[2 2 0 1 2],2.69
96972,3.9,3.5,[0 1 1 4 2],0.86,[0 2 1 4 1],1.0
96987,3.4,3.2,[0 2 5 3 2],0.91,[1 3 2 4 2],1.52
96996,4.1,3.7,[0 0 3 3 4],0.69,[1 0 3 3 3],1.41
97000,4.5,3.5,[0 0 0 1 1],0.25,[0 0 1 1 0],0.25
97009,3.0,3.6,[1 1 3 3 0],1.0,[0 0 5 1 2],0.73
97025,5.0,2.0,[0 0 0 0 1],0.0,[0 1 0 0 0],0.0
97085,3.7,3.6,[0 1 1 4 1],0.78,[0 1 3 1 2],1.1
97090,3.4,3.7,[1 1 2 3 2],1.58,[0 1 4 1 3],1.11
97157,2.9,2.8,[1 3 4 2 1],1.17,[2 2 4 2 1],1.42
97166,4.3,3.7,[1 0 2 2 9],1.35,[0 2 3 6 3],0.92
97195,4.0,4.2,[0 0 1 2 1],0.5,[0 0 1 1 2],0.69
97199,3.6,3.4,[1 0 5 9 1],0.75,[1 4 3 4 4],1.61
97221,3.5,3.7,[1 3 0 5 3],1.75,[2 1 0 5 4],2.06
97234,4.4,3.4,[0 0 1 1 3],0.64,[0 0 4 0 1],0.64
97252,4.9,4.0,[0 0 0 1 6],0.12,[0 1 1 2 3],1.14
97264,3.2,4.8,[0 1 2 0 1],1.19,[0 0 0 1 3],0.19
97277,3.7,3.7,[1 0 4 7 3],1.0,[3 0 2 3 7],2.33
97289,3.7,3.1,[0 0 3 7 0],0.21,[2 0 4 3 1],1.49
97323,4.6,3.6,[0 0 0 2 3],0.24,[1 0 0 3 1],1.84
97370,4.0,3.8,[0 0 1 2 1],0.5,[0 0 2 1 1],0.69
97439,3.5,3.7,[0 1 2 2 1],0.92,[0 0 3 2 1],0.56
97460,4.4,3.6,[0 0 1 1 3],0.64,[0 1 1 2 1],1.04
97474,3.3,3.0,[1 1 1 3 1],1.63,[1 1 2 3 0],1.14
97526,3.7,3.7,[0 0 3 8 0],0.2,[0 0 4 6 1],0.38
97530,3.7,3.6,[0 0 4 8 0],0.22,[0 1 5 4 2],0.74
97535,4.4,4.6,[0 0 0 3 2],0.24,[0 0 0 2 3],0.24
97536,3.6,3.2,[1 0 2 3 2],1.48,[1 2 1 2 2],1.94
97546,3.3,3.7,[1 1 0 3 1],1.89,[0 1 1 3 1],0.89
97558,4.5,4.0,[0 0 0 3 3],0.25,[0 0 2 2 2],0.67
97571,3.3,3.7,[1 0 0 1 1],2.89,[0 1 0 1 1],1.56
97578,2.7,2.9,[ 4 12 13  6  1],0.94,[ 6  6 14  7  3],1.34
97582,4.2,3.7,[0 0 2 1 3],0.81,[0 1 1 3 1],0.89
97583,3.8,3.1,[0 1 3 1 3],1.19,[2 0 2 3 1],1.86
97608,3.7,3.7,[0 1 8 7 4],0.71,[1 2 7 3 7],1.43
97611,4.2,3.4,[0 0 2 5 5],0.52,[2 1 2 4 3],1.91
97613,3.6,3.4,[0 0 5 4 1],0.44,[1 1 2 5 1],1.24
97634,4.0,4.0,[0 0 0 2 0],0.0,[0 0 0 2 0],0.0
97638,4.5,3.2,[0 0 0 2 2],0.25,[0 1 1 2 0],0.69
97670,4.1,3.7,[0 0 3 2 4],0.77,[1 0 2 4 2],1.33
97698,4.0,2.5,[0 0 0 2 0],0.0,[0 1 1 0 0],0.25
97704,3.2,3.5,[0 0 3 1 0],0.19,[0 0 2 2 0],0.25
97717,4.1,3.7,[1 0 1 2 5],1.65,[1 1 1 3 3],1.78
97721,3.1,3.9,[0 1 6 2 0],0.32,[0 1 2 3 3],0.99
97788,4.0,4.2,[0 0 2 5 2],0.44,[0 0 2 3 4],0.62
97799,3.7,3.7,[0 1 0 1 1],1.56,[0 0 1 2 0],0.22
97827,4.4,4.1,[0 0 1 2 4],0.53,[0 1 0 3 3],0.98
97859,4.3,4.3,[0 0 1 0 2],0.89,[0 0 0 2 1],0.22
97893,3.0,3.4,[ 1  5 27  8  0],0.41,[ 3  4 14 13  7],1.22
97895,3.6,3.4,[0 4 4 6 4],1.14,[ 1  2  4 10  1],0.91
97925,3.5,3.0,[0 0 3 3 0],0.25,[2 0 1 2 1],2.33
98003,3.7,3.6,[0 0 3 3 1],0.49,[0 2 1 2 2],1.39
98012,2.8,3.0,[1 3 3 3 0],0.96,[2 1 3 3 1],1.6
98044,3.6,3.7,[0 1 8 7 2],0.58,[1 3 1 8 5],1.42
98045,3.4,3.2,[0 2 0 2 1],1.44,[1 0 1 3 0],1.36
98076,4.0,3.0,[0 0 1 0 1],1.0,[0 1 0 1 0],1.0
98100,3.1,3.6,[0 2 6 1 1],0.69,[0 2 2 4 2],1.04
98112,3.6,3.8,[0 1 1 2 1],1.04,[0 0 2 2 1],0.56
98129,3.7,3.4,[0 1 4 5 2],0.72,[3 0 3 1 5],2.58
98134,3.4,3.2,[0 1 4 2 1],0.73,[0 1 4 3 0],0.44
98142,4.1,3.9,[0 0 1 6 2],0.32,[0 1 3 1 4],1.21
98178,4.2,3.2,[0 0 2 1 3],0.81,[1 0 2 3 0],1.14
98179,3.4,3.4,[1 1 5 6 1],0.94,[1 3 3 4 3],1.52
98185,3.8,2.5,[0 0 1 3 0],0.19,[1 1 1 1 0],1.25
98197,3.5,4.0,[0 1 0 0 1],2.25,[0 0 1 0 1],1.0
98204,4.0,3.8,[0 0 2 0 2],1.0,[0 0 1 3 0],0.19
98250,4.2,3.9,[0 0 1 9 3],0.28,[0 0 4 6 3],0.53
98289,2.8,2.5,[1 1 0 2 0],1.69,[1 1 1 1 0],1.25
98300,2.7,3.7,[2 1 2 1 1],1.92,[1 0 1 3 2],1.63
98301,3.1,3.3,[1 1 4 2 1],1.21,[1 0 4 3 1],1.11
98321,5.0,3.0,[0 0 0 0 3],0.0,[1 0 0 2 0],2.0
98341,3.6,3.9,[0 0 3 5 0],0.23,[1 0 2 1 4],1.86
98347,4.1,3.7,[0 0 2 5 3],0.49,[0 0 3 7 0],0.21
98371,3.8,4.0,[0 0 1 3 0],0.19,[0 0 0 4 0],0.0
98383,4.7,3.7,[0 0 0 1 2],0.22,[0 0 2 0 1],0.89
98387,3.5,3.0,[2 2 3 5 5],1.78,[3 1 6 7 0],1.18
98388,3.6,3.6,[0 3 2 7 2],0.96,[1 0 5 5 3],1.09
98394,2.7,4.0,[1 0 1 1 0],1.56,[0 0 1 1 1],0.67
98396,3.6,3.6,[0 1 1 2 1],1.04,[1 0 0 3 1],1.84
98428,3.9,3.6,[0 0 5 5 4],0.64,[0 2 5 4 3],0.96
98434,4.1,4.1,[0 1 0 5 3],0.77,[0 0 2 4 3],0.54
98454,3.5,3.5,[0 0 3 0 1],0.75,[0 1 1 1 1],1.25
98465,2.8,3.8,[0 3 5 1 0],0.4,[0 1 2 4 2],0.84
98492,4.6,3.1,[0 0 1 1 5],0.53,[1 1 3 0 2],1.84
98520,3.2,3.2,[0 0 3 1 0],0.19,[1 0 0 3 0],1.69
98538,3.4,3.6,[0 1 7 6 0],0.37,[2 1 2 4 5],1.94
98572,3.7,3.7,[0 0 2 0 1],0.89,[0 0 1 2 0],0.22
98579,4.3,3.7,[ 0  1  3  8 11],0.71,[ 1  3  3 10  6],1.24
98586,3.6,3.7,[ 0  3  9 12  3],0.69,[3 0 8 7 9],1.54
98627,3.1,3.9,[ 0  2 10  2  1],0.52,[1 0 2 8 4],1.0
98640,3.5,3.2,[1 1 1 8 0],0.98,[1 3 2 3 2],1.6
98642,3.9,3.7,[0 0 5 6 4],0.6,[0 1 6 4 4],0.86
98655,4.0,3.4,[0 0 1 3 1],0.4,[0 1 2 1 1],1.04
98666,3.0,3.0,[0 2 0 2 0],1.0,[1 0 1 2 0],1.5
98673,3.0,3.2,[2 3 6 5 1],1.18,[0 4 8 3 2],0.85
98676,3.4,3.5,[ 0  0 12  7  0],0.23,[1 3 5 6 4],1.3
98686,3.8,3.2,[0 0 1 4 0],0.16,[0 1 3 0 1],0.96
98690,4.6,4.0,[0 0 0 2 3],0.24,[0 0 1 3 1],0.4
98694,3.9,3.4,[0 1 1 3 2],0.98,[0 2 1 3 1],1.1
98722,3.2,3.2,[0 2 3 4 0],0.62,[2 1 2 1 3],2.4
98751,4.3,4.0,[0 0 1 0 2],0.89,[0 0 1 1 1],0.67
98807,3.6,3.8,[0 1 0 4 0],0.64,[0 1 1 1 2],1.36
98812,3.0,3.0,[0 0 1 0 0],0.0,[0 0 1 0 0],0.0
98841,4.0,4.2,[0 0 1 2 1],0.5,[0 0 1 1 2],0.69
98850,4.6,3.6,[0 0 1 0 4],0.64,[1 0 1 1 2],2.24
98856,3.7,3.2,[0 1 2 5 1],0.67,[2 0 2 4 1],1.73
98862,4.0,4.0,[0 0 0 2 0],0.0,[0 0 0 2 0],0.0
98918,2.6,2.9,[4 3 3 2 2],1.94,[4 1 3 5 1],1.84
98950,3.7,3.4,[0 0 3 3 1],0.49,[1 1 1 2 2],1.96
98955,4.4,3.2,[0 0 1 1 3],0.64,[1 1 0 2 1],2.16
98977,3.2,3.5,[ 0  1 10  4  0],0.29,[1 1 6 4 3],1.18
98985,3.6,3.9,[0 2 1 5 1],0.91,[0 2 0 4 3],1.21
99021,3.2,3.4,[3 0 2 5 2],2.02,[0 3 3 4 2],1.08
99031,2.8,3.0,[2 1 2 3 0],1.44,[3 0 1 2 2],2.75
99036,3.2,3.1,[1 2 4 5 1],1.1,[2 1 4 6 0],1.15
99044,4.7,3.7,[0 0 0 1 2],0.22,[0 1 0 1 1],1.56
99051,3.9,3.6,[0 1 0 5 1],0.69,[1 1 0 3 2],1.96
99092,4.0,4.5,[0 0 1 2 1],0.5,[0 0 0 2 2],0.25
99110,3.4,3.0,[0 1 2 1 1],1.04,[1 0 3 0 1],1.6
99118,2.5,5.0,[0 1 1 0 0],0.25,[0 0 0 0 2],0.0
99142,3.3,4.0,[0 1 3 3 0],0.49,[0 1 1 2 3],1.14
99146,3.4,3.5,[0 1 7 2 2],0.74,[0 3 2 5 2],1.08
99207,3.5,3.8,[0 1 1 1 1],1.25,[0 1 0 2 1],1.19
99224,4.2,3.8,[0 0 1 3 2],0.47,[0 1 1 2 2],1.14
99239,3.8,3.9,[0 1 5 3 4],0.95,[0 2 3 2 6],1.3
99308,3.5,4.2,[0 1 1 1 1],1.25,[0 0 1 1 2],0.69
99319,3.8,4.5,[0 0 2 1 1],0.69,[0 0 0 2 2],0.25
99329,2.7,2.8,[0 6 5 0 1],0.72,[2 3 3 3 1],1.47
99384,3.8,3.6,[0 0 2 2 1],0.56,[0 0 3 1 1],0.64
99400,4.8,3.4,[ 0  0  1  1 16],0.25,[1 2 6 6 3],1.14
99454,3.3,3.3,[0 0 2 1 0],0.22,[0 0 2 1 0],0.22
99469,3.6,3.4,[0 0 2 3 0],0.24,[0 0 3 2 0],0.24
99473,3.8,3.5,[0 1 0 2 1],1.19,[0 1 1 1 1],1.25
99475,3.8,3.9,[1 0 5 1 6],1.51,[2 0 1 4 6],1.92
99476,4.4,3.9,[1 0 0 0 6],1.96,[0 0 3 2 2],0.69
99542,4.8,4.2,[0 0 0 1 3],0.19,[0 0 0 3 1],0.19
99546,3.8,3.4,[0 0 2 2 1],0.56,[0 1 2 1 1],1.04
99551,3.2,3.5,[0 0 3 1 0],0.19,[0 1 1 1 1],1.25
99575,3.8,3.5,[0 0 2 3 1],0.47,[1 0 2 1 2],1.92
99581,4.5,4.0,[0 0 0 2 2],0.25,[0 0 1 2 1],0.5
99614,2.9,3.6,[3 2 4 7 0],1.31,[1 1 5 6 3],1.12
99639,4.4,4.2,[0 0 1 1 3],0.64,[0 0 1 2 2],0.56
99673,4.0,3.8,[0 0 2 1 2],0.8,[0 0 3 0 2],0.96
99680,3.6,3.6,[0 1 1 5 0],0.53,[0 1 3 1 2],1.1
99696,3.8,3.5,[0 0 2 1 1],0.69,[0 0 2 2 0],0.25
99698,4.4,3.6,[0 0 0 5 3],0.23,[0 2 2 1 3],1.48
99720,4.4,3.3,[0 0 0 5 4],0.25,[1 1 3 2 2],1.56
99737,2.9,3.6,[1 1 7 2 0],0.63,[0 1 4 4 2],0.78
99750,4.3,3.3,[0 0 1 6 4],0.38,[2 2 1 3 3],2.2
99781,4.0,3.4,[1 0 0 1 3],2.4,[1 1 0 1 2],2.64
99798,4.3,3.7,[0 0 1 2 3],0.56,[0 0 3 2 1],0.56
99805,3.5,3.8,[0 1 2 2 1],0.92,[0 0 2 3 1],0.47
99820,3.6,3.7,[ 2  0  3 10  2],1.18,[2 2 3 2 8],2.09
99836,3.7,3.0,[0 0 2 0 1],0.89,[1 0 1 0 1],2.67
99844,4.3,3.7,[ 0  0  3 14 10],0.41,[ 1  1 10  9  6],0.96
99845,3.0,3.0,[0 2 1 2 0],0.8,[1 1 1 1 1],2.0
99847,3.0,3.2,[0 4 5 2 1],0.83,[1 3 3 2 3],1.69
99865,3.8,3.1,[0 3 4 6 6],1.11,[4 3 3 5 4],2.09
